פיסול ברונזה קלאסי דורש יציקת מתכת מותכת לתבניות שעווה נמסות בטמפרטורות גבוהות.	fisvl vrvnzh klʔsi durʃ jtsikt mtχt motχt ltvnivt ʃʔvvh nmsot vtmfrtvrot ɡvvhot 
הקרטל הבינלאומי של יצרניות הנפט מניפולטיבי ומשפיע משמעותית על תנודות המחירים בשוק.	hkrtl hvjnlʔvmi ʃl jtsrnivt hnft mnifvltivj vmʃfiʔ mʃmʔotit ʔl tnvdot hmχirim vʃvk 
כלבי תחש גזעיים נוטים לסבול מבעיות אורתופדיות בעמוד השדרה עקב מבנה גופם הארוך.	χlvj tχʃ ɡzʔaim nvtim lsvvl mvʔivt ʔvrtvfdivt vʔmvd hʃdra ʔkv mvna ɡvfm hʔrvχ 
טיפול קוגניטיבי התנהגותי מסייע למטופלים לזהות ולשנות דפוסי חשיבה דפרסיביים וחרדתיים.	tifvl koɡnitivj htnaɡotj msijʔ lmtvflim lzhot vlʃnot dfvsi χʃjvh dfrsivim vχrdtim 
הקונגרס האמריקאי אישר תקציב פדרלי אסטרונומי לשיקום תשתיות ופיתוח פרויקטים סביבתיים ירוקים.	hkoŋrs hʔmrikʔi ʔiʃr tktsiv fdrli ʔstrvnvmi lʃjkom tʃtivt vfitvχ frvjktim svjvtim jrvkim 
מעצבת האופנה שילבה בדים סינתטיים ממוחזרים בקולקציית האביב שהוצגה בפריז.	mʔtsvt hʔvfna ʃjlvh vdim sinttim mmvχzrim vkolktsiit hʔvjv ʃhvtsɡa vfriz 
סופות רעמים טרופיות מלוות בברקים מסנוורים, מטחי ברד כבדים ומשבי רוח עזים במיוחד.	svfvt rʔmim trvfivt mlvot vvrkim msnvvrim mtχi vrd χvdim vmʃvj rvχ ʔzim vmivχd 
אמן האשליות ביצע טריק טלפתיה מדהים שהשאיר את הקהל הסקפטי המום לחלוטין.	ʔmnə hʔʃlivt vjtsʔ trik tlftih mdam ʃhʃʔir ʔt hkal hskfti hmum lχlvtinə 
הטרנזיסטורים הזעירים במעבד המחשב פועלים כמתגים אלקטרוניים זעירים המעבדים מידע בינארי.	htrnzistvrim hzʔirim vmʔvd hmχʃv fvʔlim χmtɡim ʔlktrvnim zʔirim hmʔvdim midʔ vjnʔri 
דבורי הדבש האפריקאיות אגרסיביות יותר בהגנה על הכוורת מאשר זנים אירופאים מתורבתים.	dvvri hdvʃ hʔfrikʔivt ʔɡrsivjot joter vhɡna ʔl hχvvrt mʔʃr znim ʔirvfʔim mtvrvtim 
קליית פולי הקפה האתיופיים מדגישה טעמים פירותיים ופרופיל ארומטי בעל חמיצות מעודנת.	kliit fvli hkfh hʔtivfim mdɡiʃh tʔmim firotim vfrvfil ʔrvmti vʔl χmitsot mʔvdnt 
פמיניזם רדיקלי קורא לשינוי יסודי במבנים של החברה והתרבות המערבית המודרנית.	fminizm rdikli korʔ lʃjnvj jsvdi vmvnim ʃl hχvra vhtrvot hmʔrvit hmvdrnit 
הטורבינות הענקיות בסכר ממירות את האנרגיה הקינטית של המים לחשמל זמין.	htvrvjnot hʔnkivt vsχr mmirot ʔt hʔnrɡih hkintit ʃl hmim lχʃml zminə 
פלאש המצלמה מאפשר הקפאת תנועה של אובייקטים מהירים בחושך כמעט מוחלט.	flʔʃ hmtslmh mʔfʃr hkfʔt tnvʔa ʃl ʔvvjjktim mhirim vχvʃχ χmʔt mvχlt 
הוא כתב סאטירה פוליטית נושכת המבקרת את הביורוקרטיה הממשלתית דרך מצבים אבסורדיים.	hu χtv sʔtira fvlitit nvʃχt hmvkrt ʔt hvjvrvkrtih hmmʃltit drχ mtsvm ʔvsvrdim 
בלשי המשטרה השתמשו בזיהוי פלילי וטביעות אצבע כדי ללכוד את השודד הסדרתי.	vlʃj hmʃtra hʃtmʃv vzihvj flili vtvjʔot ʔtsvʔ χdi llχvd ʔt hʃvdd hsdrti 
פרקטלים גיאומטריים מציגים דמיון עצמי בכל קנה מידה ונמצאים רבות בטבע סביבנו.	frktlim ɡiʔvmtrim mtsiɡim dmivnə ʔtsmi vχl kna mida vnmtsʔim rvot vtvʔ svjvnv 
אנטיאוקסידנטים הנמצאים בפירות יער מנטרלים רדיקלים חופשיים ומאטים את תהליך ההזדקנות התאית.	ʔntiʔvksidntim hnmtsʔim vfirot jʔr mntrlim rdiklim χvfʃim vmʔtim ʔt taliχ hhzdknot htʔit 
נזירים בודהיסטים יושבים שעות ארוכות במקדשים מבודדים בהרי ההימלאיה כדי להגיע להארה.	nzirim vvdajstim jvʃvm ʃʔot ʔrvχvt vmkdʃm mvvddim vhri hhimlʔih χdi laɡiʔ laʔra 
הטרקטורון הכבד פינה פסולת בניין גושית מאתר החפירות הארכיאולוגי כדי למנוע נזק.	htrktvrvnə hχvd fina fsvlt vnijnə ɡvʃit mʔtr hχfirot hʔrχiʔvlvɡi χdi lmnvʔ nzk 
רופא השיניים התקין שתלי טיטניום והמליץ על שטיפות פלואוריד למניעת עששת חמורה.	rvfʔ hʃjnim htkinə ʃtli titnium vhmlits ʔl ʃtifvt flvʔvrid lmniʔt ʔʃʃt χmvra 
רכבות קליע מגנטיות מרחפות מעל המסילה ומגיעות למהירויות פסיכיות ללא חיכוך מכני.	rχvot kliʔ mɡntivt mrχfvt mʔl hmsila vmɡiʔot lmhirvjot fsiχivt lelo χiχvχ mχni 
קוביות הלגו הפלסטיות מאפשרות הרכבת מודלים תלת מימדיים מורכבים במגוון צבעים זרחניים.	kovjot hlɡv hflstivt mʔfʃrot hrχvt mvdlim tlt mimdim mvrχvm vmɡvvnə tsvʔim zrχnim 
מערכת הניווט הלוויינית חישבה מסלול אלטרנטיבי עקב פקק תנועה אינסופי בכביש המהיר.	mʔrχt hnivvt hlvvjjnit χiʃvh mslvl ʔltrntivj ʔkv fkk tnvʔa ʔinsvfi vχvjʃ hmhir 
שלד הדינוזאור שהתגלה במדבר שייך לטורף דו רגלי מתקופת הקרטיקון.	ʃld hdinvzʔvr ʃhtɡla vmdvr ʃjjχ ltvrf du rɡli mtkoft hkrtikonə 
חובבי אוריגמי מקפלים ניירות מרובעים ליצירת דמויות זעירות ומורכבות ללא שימוש במספריים.	χvvvj ʔvriɡmi mkflim nijrot mrvvʔim litsirt dmvjot zʔirot vmvrχvot lelo ʃjmvʃ vmsfrim 
פיתוח מודלים מבוססי טקסט מצריך חומרה גרפית עוצמתית עם זיכרון רחב.	fitvχ mvdlim mvvssi tkst mtsriχ χvmra ɡrfit ʔvtsmtit im ziχrvnə rχv 
מערכות זיהוי דיבור מתקשות לעיתים בפענוח חיתוך הפקה של עיצורים סדקיים וגרוניים.	mʔrχvt zihvj divvr mtkʃot lʔitim vfʔnvχ χitvχ hfka ʃl ʔitsvrim sdkim vɡrvnim 
חללית המחקר שוגרה בהצלחה כדי לאסוף דגימות קרקע מאסטרואיד קרוב לכדור הארץ.	χllit hmχkr ʃvɡra vhtslχa χdi lʔsvf dɡimot krkʔ mʔstrvʔid krvv lχdur hʔrts 
הרנסנס האיטלקי התאפיין בפריחה חסרת תקדים של אמנות פלסטית, אדריכלות והגות הומניסטית.	hrnsns hʔitlki htʔfijnə vfriχa χsrt tkdim ʃl ʔmnot flstit ʔdriχlot vhɡot hvmnistit 
הרופא המומחה רשם אנטיביוטיקה רחבת טווח לטיפול בזיהום החיידקי החריף במערכת הנשימה.	hrvfʔ hmvmχa rʃm ʔntivjvtika rχvt tvvχ ltifvl vzihum hχijdki hχrif vmʔrχt hnʃjmh 
שף המסעדה מכין ריזוטו פטריות כמהין מוקרם עם פרמז'ן, יין לבן ועירית.	ʃf hmsʔda mχinə rizvtv ftrivt χmhinə mvkrm im frmʒnə jjnə lvnə vʔirit 
גולשי הגלים המקצוענים התמודדו עם כל ענק וזרמים חזקים בחוף המפורסם בהוואי.	ɡvlʃj hɡlim hmktsvʔnim htmvddu im χl ʔnk vzrmim χzkim vχvf hmfvrsm vhvvʔi 
מפתחי התוכנה בנו תשתית אסינכרונית מהירה ויעילה לעיבוד מקבילי של נתוני משתמשים.	mftχi htvχna vnv tʃtit ʔsinχrvnit mhira vjʔila lʔivvd mkvjli ʃl ntvni mʃtmʃm 
מדבר בצ'ילה נחשב לאזור היבש ביותר בעולם ומספק תנאים אידיאליים לתצפיות.	medaber vtʃila nχʃv lʔzvr hivʃ vjotr vʔvlm vmsfk tnʔim ʔidiʔlim lttsfivt 
הדיפלומטים חתמו על אמנה בינלאומית מקיפה לצמצום מאגר הנשק הגרעיני והביולוגי בעולם.	hdiflvmtim χtmv ʔl ʔmna vjnlʔvmit mkifh ltsmtsum mʔɡr hnʃk hɡrʔini vhvjvlvɡi vʔvlm 
פלמינגו מצוי מקבל את צבעו הוורוד והבולט מתזונה עשירה בסרטנים זעירים ואצות.	flmiŋv mtsvj mkvl ʔt tsvʔv hvvrvd vhvvlt mtzvna ʔʃjra vsrtnim zʔirim vʔtsot 
אדריכלות מאופיינת בקשתות מחודדות, תמיכות דואות וחלונות ויטראז' צבעוניים וענקיים.	ʔdriχlot mʔvfijnt vkʃtot mχvddot tmiχvt duʔot vχlvnot vjtrʔz tsvʔvnim vʔnkim 
עצי הסקויה הענקיים בקליפורניה יכולים לחיות אלפי שנים ולהגיע לגבהים בלתי נתפסים.	ʔtsi hskojh hʔnkim vklifvrnih jχvlim lχivt ʔlfi ʃanim vlaɡiʔ lɡvhim vlti ntfsim 
חומצה גופרתית היא נוזל קורוזיבי וחריף המשמש בתהליכים תעשייתיים רבים וייצור דשנים.	χvmtsa ɡvfrtit hi nvzl korvzivj vχrif hmʃmʃ vtaliχim tʔʃjitim rvm vjjtsvr dʃnim 
תיאוריית הפסיכואנליזה מתמקדת בהשפעת התת־מודע וחוויות הילדות המוקדמות על התנהגות האדם הבוגר.	tiʔvriit hfsiχvʔnlizh mtmkdt vhʃfʔt he tav tav (en)hiːbɹuːmakaf(he) mem vav dalet ʔajin vχvvjot hildot hmvkdmot ʔl htnaɡot hʔdm hvvɡr 
שופט בית המשפט העליון פרסם פסק דין תקדימי בנושא זכויות יוצרים דיגיטליות.	ʃvft bajit hmʃft hʔlivnə frsm fsk dinə tkdimi vnvʃʔ zχvjot jvtsrim diɡitlivt 
הבנק המרכזי העלה את הריבית במשק בניסיון לבלום את האינפלציה הגואה לאחרונה.	hvnk hmrχzi hʔla ʔt hrivit vmʃk vnisivnə lvlum ʔt hʔinfltsih hɡvʔh lʔχrvna 
רשת הרכבות התחתיות בלונדון היא אחת ממערכות התחבורה הציבורית הוותיקות והעמוסות בעולם.	rʃt hrχvot htχtivt vlvndunə hi ʔχt mmʔrχvt htχvvra htsivvrit hvotjkot vhʔmvsot vʔvlm 
טרקטורים חקלאיים אוטונומיים מצוידים בחיישני ג'י־פי־אס מתקדמים לניווט מדויק בשדות הכותנה הרחבים.	trktvrim χklʔim ʔvtvnvmim mtsvjdim vχijʃni ɡimel jod (en)hiːbɹuːmakaf(he) fe jod (en)hiːbɹuːmakaf(he) alefʔ sameχ mtkdmim lnivvt mdujk vʃdot hχvtna hrχvm 
הרומן הדיסטופי מתאר חברה טוטליטרית שבה השלטון מפקח על כל צעד אזרחי.	hrvmnə hdistvfi mtʔr χvra tvtlitrit ʃvh hʃltvnə mfkχ ʔl χl tsʔd ʔzrχi 
מאיץ החלקיקים מאפשר לפיזיקאים לחקור את אבני הבניין היסודיות ביותר של החומר.	mʔits hχlkikim mʔfʃr lfizikʔim lχkor ʔt ʔvni hvnijnə hisvdivt vjotr ʃl hχvmr 
מעצבי אופנה מובילים הציגו קולקציית חורף אלגנטית הכוללת מעילי צמר וצעיפי משי.	mʔtsvj ʔvfna mvvjlim htsiɡv kolktsiit χvrf ʔlɡntit hχvllt mʔili tsmr vtsʔifi mʃj 
פסקול הסרט ההוליוודי הוקלט על ידי תזמורת פילהרמונית וזכה בפרסים בינלאומיים יוקרתיים.	fskol hsrt hhvlivvdi hvklt ʔl jdi tzmvrt filarmvnit vzχh vfrsim vjnlʔvmim jvkrtim 
הגירה המונית מהכפר לעיר משנה את המרקם החברתי ויוצרת אתגרים אורבניים מורכבים.	hɡira hmvnit mhχfr lʔir mʃna ʔt hmrkm hχvrti vjvtsrt ʔtɡrim ʔvrvnim mvrχvm 
מערכת העצבים המרכזית כוללת את המוח וחוט השדרה ומעבדת אותות חושיים מהגוף.	mʔrχt hʔtsvm hmrχzit χvllt ʔt hmvχ vχvt hʃdra vmʔvdt ʔotvt χvʃim mhɡvf 
מהנדסי אלקטרוניקה מפתחים מעגלים מודפסים זעירים עבור סמארטפונים, מחשבים ניידים ומכשור רפואי.	mhndsi ʔlktrvnika mftχim mʔɡlim mvdfsim zʔirim ʔvvr smʔrtfvnim mχʃvm nijdim vmχʃvr rfvʔi 
טקטוניקת הלוחות מסבירה את נדידת היבשות, היווצרות רכסי הרים והתרחשות רעידות אדמה.	tktvnikt hlvχot msvjra ʔt ndidt hivʃot hivvtsrot rχsi hrim vhtrχʃot rʔidot ʔdmh 
שחקני קונסולות תחרותיים מתאמנים שעות רבות ביום כדי לשפר את זמן התגובה.	ʃχkni konsvlot tχrotim mtʔmnim ʃʔot rvot vjum χdi lʃfr ʔt zman htɡvvh 
פאנלים סולאריים על גגות הבתים מנצלים את קרינת השמש לייצור חשמל נקי.	fʔnlim svlʔrim ʔl ɡɡot hvtim mntslim ʔt krint hʃmʃ lijtsvr χʃml nki 
חפירות ארכיאולוגיות בעיר דוד חשפו ממצאים נדירים מתקופת בית המקדש הראשון.	χfirot ʔrχiʔvlvɡivt vʔir dud χʃfv mmtsʔim ndirim mtkoft bajit hmkdʃ hrʔʃvnə 
כריתת יערות הגשם באמזונס מאיימת על המגוון הביולוגי ותורמת משמעותית להתחממות הגלובלית.	χritt jʔrot hɡʃm vʔmzvns mʔijmt ʔl hmɡvvnə hvjvlvɡi vtvrmt mʃmʔotit latχmmot hɡlvvlit 
עדשות מאקרו מאפשרות לצלמים ללכוד פרטים זעירים של חרקים, פרחים וטקסטורות עדינות.	ʔdʃot mʔkrv mʔfʃrot ltslmim llχvd frtim zʔirim ʃl χrkim frχim vtkstvrot ʔdinot 
תרגום סימולטני בכנסים בינלאומיים דורש ריכוז עילאי, שליטה בשפות והיכרות עם מונחים.	trɡum simvltni vχnsim vjnlʔvmim durʃ riχvz ʔilʔi ʃlita vʃfvt vhiχrot im mvnχim 
אורתודנטים משתמשים בגשרים שקופים ממתכת כדי ליישר שיניים ולתקן ליקויי סגר.	ʔvrtvdntim mʃtmʃm vɡʃrim ʃkofim mmtχt χdi lijʃr ʃjnim vltknə likojj sɡr 
מטוס הנוסעים החדיש מצויד במנועי סילון שקטים וחסכוניים המפחיתים את זיהום האוויר.	mtvs hnvsʔim hχdiʃ mtsvjd vmnvʔi silvnə ʃktim vχsχvnim hmfχitim ʔt zihum hʔvvjr 
רובוטים תעשייתיים מבצעים פעולות הרכבה חוזרות ונשנות בדיוק מיקרוסקופי וללא כל עייפות.	rvvvtim tʔʃjitim mvtsʔim fʔvlot hrχvh χvzrot vnʃnot vdivk mikrvskofi vllʔ χl ʔaifvt 
אימוני קרוספיט משלבים הרמת משקולות אולימפית, התעמלות קרקע ותרגילים אירוביים בעצימות גבוהה.	ʔimvni krvsfit mʃlvm hrmt mʃkolot ʔvlimfit htʔmlot krkʔ vtrɡilim ʔirvvim vʔtsimot ɡvvhh 
"ספינות משא ענקיות מנווטות באוקיינוסים באמצעות מערכות מכ""ם מתקדמות ותקשורת לוויינית מאובטחת."	sfinot mʃʔ ʔnkivt mnvvtvt vʔvkijnvsim vʔmtsʔot mʔrχvt mχ mem mtkdmot vtkʃvrt lvvjjnit mʔvvtχt 
המשפט האחרון העסיק מתמטיקאים דגולים במשך מאות שנים עד שהוכח.	hmʃft hʔχrvnə hʔsik mtmtikʔim dɡvlim vmʃχ mʔot ʃanim ʔd ʃhvχχ 
סיבים אופטיים מעבירים נתונים דיגיטליים במהירות האור באמצעות החזרה פנימית גמורה של קרניים.	sivm ʔvftim mʔvjrim ntvnim diɡitlim vmhirot hʔvr vʔmtsʔot hχzra fnimit ɡmvra ʃl krnim 
החיסון החדשני מעורר את המערכת החיסונית לייצר נוגדנים ספציפיים נגד נגיף השפעת.	hχisvnə hχdʃni mʔvrr ʔt hmʔrχt hχisvnit lijtsr nvɡdnim sftsifim ŋd ŋjf hʃfʔt 
הנגר האומן גילף עיטורים מסובכים בעץ אלון מלא בעזרת מפסלות פלדה חדות.	hŋr hʔvmnə ɡilf ʔitvrim msvvχim vʔts ʔlvnə mlʔ vʔzrt mfslot flda χdot 
כלבי נחייה עוברים אילוף ממושך וקפדני כדי לסייע לעיוורים להתנייד בבטחה במרחב הציבורי.	χlvj nχijh ʔvvrim ʔilvf mmvʃχ vkfdni χdi lsijʔ lʔivvrim latnijd vvtχa vmrχv htsivvri 
קרינת הרקע הקוסמית היא שריד עתיק מהמפץ הגדול שמהדהד ברחבי היקום.	krint hrkʔ hkosmit hi ʃrid ʔtik mhmfts hɡdul ʃmhdad vrχvj hikom 
פילוסופיית הסטואה העתיקה ממליצה על שליטה רגשית וקבלת הגורל בשלוות נפש מוחלטת.	filvsvfiit hstvʔh hʔtika mmlitsa ʔl ʃlita rɡʃit vkvlt hɡvrl vʃlvot nfʃ mvχltt 
וכשהתעוררנו מהתרדמת הארוכה, גילינו שהציוויליזציה האנושית נעלמה כליל מפני כדור הארץ.	vχʃhtʔvrrnv mhtrdmt hʔrvχh ɡilinv ʃhtsivvjliztsih hʔnvʃit nʔlmh χlil mfni χdur hʔrts 
האופנוען הנועז ביצע פעלול אקרובטי מסוכן מעל התהום הפעורה בוואדי המדברי.	hʔvfnvʔnə hnvʔz vjtsʔ fʔlvl ʔkrvvti msvχnə mʔl htaum hfʔvra vvvʔdi hmdvri 
אסטרטגיית השיווק הדיגיטלית דרשה אופטימיזציה מתמדת של קמפיינים ממומנים ברשתות החברתיות.	ʔstrtɡiit hʃjvvk hdiɡitlit drʃh ʔvftimiztsih mtmdt ʃl kmfijnim mmvmnim vrʃtot hχvrtivt 
הצוות הרפואי בחדר המיון העניק טיפול מציל חיים לפצועי תאונת הדרכים הקשה הלילה.	htsvot hrfvʔi vχdr hmivnə hʔnik tifvl mtsil χim lftsvʔi tʔvnt hdrχim hkʃh hlila 
סוכני הביון השתמשו במיקרופונים זעירים ומוצפנים כדי להאזין לשיחות של המאפיה האיטלקית בנאפולי.	svχni hvjvnə hʃtmʃv vmikrvfvnim zʔirim vmvtsfnim χdi laʔzinə lʃjχot ʃl hmʔfih hʔitlkit vnʔfvli 
הפסיכולוגיה הקוגניטיבית מתמקדת בתהליכי עיבוד מידע, זיכרון לטווח קצר וקבלת החלטות.	hfsiχvlvɡih hkoɡnitivit mtmkdt vtaliχi ʔivvd midʔ ziχrvnə ltvvχ ktsr vkvlt hχltvt 
חוקרי האבולוציה גילו מאובנים המוכיחים את הקשר הביולוגי ההדוק בין דינוזאורים לעופות מודרניים.	χvkri hʔvvlvtsih ɡilv mʔvvnim hmvχiχim ʔt hkʃr hvjvlvɡi hhduk vjnə dinvzʔvrim lʔvfvt mvdrnim 
שרברב מוסמך תיקן את הצנרת הפגומה שממנה דלפו מים חלודים למרתף הבניין.	ʃrvrv mvsmχ tiknə ʔt htsnrt hfɡvmh ʃmmna dlfv majim χlvdim lmrtf hvnijnə 
אנזים הפרוטאז מפרק חלבונים מורכבים במערכת העיכול והופך אותם לחומצות אמינו חיוניות לגוף.	ʔnzim hfrvtʔz mfrk χlvvnim mvrχvm vmʔrχt hʔiχvl vhvfχ ʔotm lχvmtsot ʔminv χivnivt lɡvf 
הקונצנזוס המדעי גורס שפליטת גזי חממה מואצת גורמת לשינויי אקלים דרסטיים ובלתי הפיכים.	hkontsnzvs hmdʔi ɡvrs ʃflitt ɡzi χmmh mvʔtst ɡvrmt lʃjnvjj ʔklim drstim vvlti hfiχim 
פסטיבל מוזיקת האינדי משך אליו אלפי בני נוער עם אוהלים, גיטרות ושקי שינה.	fstivl mvzikt hʔindi mʃχ ʔliv ʔlfi vni nvʔr im ʔvhlim ɡitrot vʃki ʃjna 
אדריכלי הנוף תכננו פארק אקולוגי חדשני עם מערכות טיהור מים ביולוגיות וצמחייה מקומית.	ʔdriχli hnvf tχnnv fʔrk ʔkolvɡi χdʃni im mʔrχvt tihvr majim vjvlvɡivt vtsmχijh mkomit 
הסטארטאפ המקומי פיתח אלגוריתם מתקדם לזיהוי אנומליות ודפוסים חריגים בתעבורת רשת ארגונית.	hstʔrtʔf hmkomi fitχ ʔlɡvritm mtkdm lzihvj ʔnvmlivt vdfvsim χriɡim vtʔvvrt rʃt ʔrɡvnit 
אלגברת מטריצות מספקת כלים חישוביים חזקים לפתרון מערכות של משוואות לינאריות מרובות משתנים.	ʔlɡvrt mtritsot msfkt χlim χiʃvvim χzkim lftrvnə mʔrχvt ʃl mʃvvʔot linʔrivt mrvvot mʃtnim 
המטבעות העתיקים שנמצאו בכד החרס מתקופת החשמונאים עשויים מכסף טהור ונושאים כתובות נדירות.	hmtvʔot hʔtikim ʃnmtsʔv vχd hχrs mtkoft hχʃmvnʔim ʔʃvim mχsf tavr vnvʃʔim χtvvot ndirot 
תיאטרון הפרינג' העלה מחזה אבסורדי שבו השחקנים החליפו תפקידים ומגדרים בסצנות אקראיות.	tiʔtrvnə hfriŋ hʔla mχzh ʔvsvrdi ʃvv hʃχknim hχlifv tfkidim vmɡdrim vstsnot ʔkrʔivt 
שדרני הרדיו שידרו דיווח חי מזירת האירוע שבה התרחשה תאונת השרשרת הקטלנית בבוקר.	ʃdrni hrdiv ʃjdrv divvχ χi mzirt hʔirvʔ ʃvh htrχʃh tʔvnt hʃrʃrt hktlnit vvvkr 
האוטוסטרדה החדשה קיצרה משמעותית את זמני הנסיעה מהפריפריה הצפונית אל המטרופולין הסואן במרכז.	hʔvtvstrda hχdʃh kitsra mʃmʔotit ʔt zmni hnsiʔa mhfrifrih htsfvnit ʔl hmtrvfvlinə hsvʔnə vmrχz 
כשהאוטובוס המקרטע הגיע לתחנה המרכזית, הנוסעים המותשים מיהרו לרדת עם המזוודות הכבדות.	χʃhʔvtvvvs hmkrtʔ hɡiʔ ltχna hmrχzit hnvsʔim hmotʃm mihrv lrdt im hmzvvdot hχvdot 
התרופה ההומיאופתית עוררה ויכוח סוער בקרב הקהילה הרפואית סביב אפקט הפלצבו בניסויים קליניים.	htrvfh hhvmiʔvftit ʔvrra vjχvχ svʔr vkrv hkajla hrfvʔit svjv ʔfkt hfltsvv vnisvim klinim 
רבנים ופוסקי הלכה התכנסו לדון בסוגיות אתיות הקשורות לשיבוט גנטי והנדסת איברים.	rvnim vfvski hlχh htχnsv ldunə vsvɡivt ʔtivt hkʃvrot lʃjvvt ɡnti vhndst ʔivrim 
מפיק הטלוויזיה ליהק שחקנים אנונימיים לריאליטי הישרדות אכזרי שצולם על אי טרופי בודד.	mfik htlvvjzih lihk ʃχknim ʔnvnimim lriʔliti hiʃrdot ʔχzri ʃtsvlm ʔl ʔi trvfi vvdd 
